分类,题干,A,B,C,D,E,正确答案,解析
综合科目,对该发病⽺群应采取的措施是（ ）。,抗⽣素治疗,抗病毒治疗,扑杀,注射⾼免⾎清,隔离,C,"标准答案：C
出处：押题1.pdf
解析：⼩反刍兽疫属于⼀类传染病，本病⽆特效的治疗⽅法，⼀旦发⽣，⽴即扑杀。受威胁地区可通过接
种⽜瘟弱毒疫苗建⽴免疫带，防⽌该病传⼊国内。因此答案选C。
（130～132题共⽤题⼲）
⿊龙江省⼤庆地区某⽺场有78例绵⽺发病，临床表现为极度消瘦，膘情⽋佳，腹围增⼤，触之有波
动感。剖检发现肝、腹腔及盆腔有乳⽩⾊、半透明的囊泡，直径3.5～8cm，囊液⽆⾊透明。囊泡与
肝脏相连处可见⽩⾊包囊，⼑切时有沙⽯感，其他脏器均未发现病灶。囊泡膜剥离后，可见⼦囊，
囊壁较母囊薄。包囊内可见⼤量⽆⾊透明的原头蚴。"
综合科目,下列哪种动物是该病原的中间宿主？（ ）,猪和狗,狗和猫,骆驼和猫,⽜和骆驼,⽺和⽜,E,"标准答案：E
出处：押题1.pdf
解析：根据题⼲“肝、腹腔及盆腔有乳⽩⾊、半透明的囊泡”“包囊内可见⼤量⽆⾊透明的原头蚴”，⾸先应
怀疑棘球蚴病，即包⾍病。绵⽺、⼭⽺、⽜、猪等多种家畜或野⽣动物都是棘球蚴较敏感的中间宿
主，其中绵⽺最为易感，⼈也是敏感的中间宿主。其寄⽣于动物内脏器官和全⾝脏器中，尤其多寄
⽣于肝和肺。⽝和⽝科的多种动物都是其终末宿主，寄⽣于⼩肠。"
综合科目,下列哪种⽅法不适合⽣前诊断？（ ）,粪便学检查,变态反应,酶联免疫吸附试验,CT、同位素扫描,间接⾎球凝集试验,A,"标准答案：A
出处：押题1.pdf
解析：棘球蚴病的⽣前诊断⽐较困难，可根据流⾏病学资料和临诊症状，采⽤⽪内变态反应、间接⾎球凝
集试验（IHA）和酶联免疫吸附试验（ELISA）等⽅法对动物和⼈的棘球蚴病有较⾼的检出率。"
综合科目,下列不属于其产⽣的危害是（ ）。,宿主产⽣过敏反应（休克）,死亡,引起胆道堵塞、发炎、腹膜炎,引⼊病原体,压迫肝，肝萎缩、机能障碍,D,"标准答案：D
出处：押题1.pdf
解析：棘球蚴对⼈和动物的致病作⽤为机械性压迫、毒素作⽤及过敏反应等。棘球蚴多寄⽣于动物的肝
脏，其次为肺脏，机械性压迫可使寄⽣部位周围组织发⽣萎缩和功能严重障碍，代谢产物被吸收
后，使周围组织发⽣炎症和全⾝过敏反应，严重者可致死。因此答案选D。
（133～135题共⽤题⼲）
在⼀炼钢⼚附近放牧的⽺群，半年后出现⾻骼变形性病变，如⾻赘，局部硬肿，蹄匣变形，易⾻
折，⽛⾯出现斑块状⾊素沉着，凹凸不平现象。"
综合科目,发⽣该病的最主要原因是牧草中污染了过量的（ ）。,⽆机磷,⽆机砷,⽆机氟,⽆机锡,⽆机硒,C,"标准答案：C
出处：押题1.pdf
解析：根据上述⽺群⾻骼、⽛齿症状的描述，可以确定该⽺群是摄⼊了过多污染了⽆机氟的牧草，导致了
⽆机氟在体内的蓄积，引起了慢性氟中毒。慢性氟中毒时，病畜异嗜，⽣长发育不良，主要表现⽛
齿和⾻骼损害有关的症状，如氟斑⽛和氟⾻症。"
综合科目,这些⾻骼变形症状称为典型的（ ）。,氟毒⾻,硒毒⾻,氟⾻症,砷毒⾻,氟斑⾻,C,"标准答案：C
出处：押题1.pdf
解析：慢性氟中毒时，⽆机氟对⾻骼损害的症状称为氟⾻症。发⽣氟⾻症时，⾻骼的变化随着体内氟蓄积
⽽逐渐明显，颌⾻、掌⾻，肋⾻等呈现对称性的肥厚，⾻变形，常有⾻赘。有些病例⾯⾻也肿⼤，
肋⾻上出现局部硬肿。管⾻变粗，有⾻赘增⽣；腕关节或附关节硬肿，患肢僵硬，蹄尖磨损，有的
蹄匣变形，重症起⽴困难。有的病例可见盆⾻和腰椎变形。临诊表现背腰僵硬，跛⾏，关节活动受
限制，⾻强度下降，⾻骼变硬、变脆，容易出现⾻折。"
综合科目,⽛齿损害的现象称为（ ）。,氟⾻症,硒毒⽛,氟斑⽛,砷毒⽛,氟⾻⽛,C,"标准答案：C
出处：押题1.pdf
解析：慢性氟中毒时，⽛齿的损害是本病的早期特征之⼀，称⽆机氟对⽛齿的损害现象为氟斑⽛。发⽣氟
斑⽛时，⽛⾯、⽛冠有许多⽩垩状，黄、褐以⾄⿊棕⾊、不透明的斑块沉着。表⾯粗糙不平，齿釉
质碎裂，甚⾄形成凹坑，⾊素沉着在孔内，⽛齿变脆并出现缺损，病变⼤多呈对称发⽣，尤其是门
齿，具诊断意义。
（136～138题共⽤题⼲）
成年⽜滑倒后不能起⽴，强⾏站⽴后患后肢不能负重，⽐健肢缩短，抬举困难，以蹄尖拖地⾏过。
髋关节他动运动，有时可听到捻发⾳。"
综合科目,最可能的诊断是（ ）。,髂⾻体⾻折,髋关节脱位,股⾻⾻折,髋结节上⽅移位,髋⾻⾻折,B,"标准答案：B
出处：押题1.pdf
解析：由以上症状描述可知，该⽜为髋关节脱位。根据股⾻头变位的⽅向，髋关节脱位又分为前⽅脱位、
上外⽅脱位、内⽅脱位和后⽅脱位。"
综合科目,进⼀步确诊的最佳⽅法是（ ）。,X线检查,长⾻叩诊,患部视诊,测量患肢长度,抽屉试验,A,"标准答案：A
出处：押题1.pdf
解析：髋关节脱位，根据症状结合X线检查可确诊，应注意与⾻折区别。因此，进⼀步确诊的最佳⽅法是X
线检查。"
综合科目,若直肠检查在闭孔内摸到股⾻头，该病⽜可诊断为（ ）。,内⽅脱位,上⽅脱位,后⽅脱位,下⽅脱位,前⽅脱位,A,"标准答案：A
出处：押题1.pdf
解析：根据股⾻头变位的⽅向，髋关节脱位分为前⽅脱位、上外⽅脱位、内⽅脱位和后⽅脱位。A项，内⽅
脱位。股⾻头进⼊闭孔内，站⽴时患肢明显短缩。他动运动内收外展均容易。运动时，患肢不能负
重，以蹄尖着地拖⾏。直肠检查时，可在闭孔内摸到股⾻头。B项，上外⽅脱位。股⾻头被异常地固
定在髋关节上⽅。站⽴时，患肢明显缩短，呈内收肢势或伸展状态。同时，患肢外旋，蹄尖向前外
⽅，患肢飞节⽐对侧⾼数厘⽶。他动患肢外展受限，内收容易。⼤转⼦明显向上⽅突出。运动时，
患肢拖拉前进，并向外划⼤的弧形。C项，后⽅脱位。股⾻头被异常固定于坐⾻外⽀下⽅。站⽴时，
患肢外展叉开，⽐健肢长，患侧臀部⽪肤紧张，股⼆头肌前⽅出现凹陷沟，⼤转⼦原来位置凹陷，
如突然向后牵引患肢时，可听到⾻的摩擦⾳。运动时三肢跳跃，且患肢在地上拖曳并明显外展。E
项，前⽅脱位。股⾻头转位固定于关节前⽅，⼤转⼦向前⽅突出，髋关节变形隆起，他动运动时可
听到捻发⾳；站⽴时患肢外旋，运步强拘，患肢拖曳⽽⾏，肢抬举困难。因此答案选A。
（139～141题共⽤题⼲）
⼀头⽜体质⽐较差，分娩时发⽣难产，经有效助产后产出⼀活胎，但母⽜产后喜卧少站⽴，第2天从
阴门内露出拳头⼤⼩的红⾊瘤状物，第3天呈篮球⼤⼩的圆形、暗红⾊、有弹性的瘤状物。"
综合科目,诊断最⼤可能的疾病是（ ）。,阴道肿瘤,阴道脱出,直肠脱出,膀胱脱出,⼦宫脱出,B,"标准答案：B
出处：押题1.pdf
解析：根据题意，病⽜曾经有过助产，阴门处有红⾊瘤状物，是阴道脱出的典型症状。因此最可能诊断为
阴道脱出。"
综合科目,治疗的根本⽅法是（ ）。,抗菌消炎,整复固定,补充钙剂,局部⿇醉或热敷,强⼼输液,B,"标准答案：B
出处：押题1.pdf
解析：阴道脱出必须及时整复，并加以固定，防⽌复发。"
综合科目,如果治疗困难出现反复脱出，怎样处理（ ）。,⼿术切除,阴道内压迫,肛门荷包缝合,阴道侧壁肌⾁缝合,阴门缝合,E,"标准答案：E
出处：押题1.pdf
解析：对于反复脱出的病例。可⽤粗线在阴门上做两针纽扣缝合，可防⽌复脱。
（142～143题共⽤题⼲）
⼀头母⽔⽜在肛门、阴门近旁或其下⽅出现⽆热、⽆痛、柔软的肿胀，为⼀侧性的，肿胀对侧的肌
⾁松弛。柔软或有波动感，阴道脱垂，尿道⼜向外突出。挤压肿胀有时可见到喷尿，病畜频频排
尿，但量不多或⽆尿，检查者⽤⼿由下向上挤压肿胀时常会逐渐缩⼩，并伴随被动性排尿，松⼿时
又可增⼤，隔⼀段时间后愈来愈⼤。"
综合科目,由此推测该⽔⽜所患病为（ ）。,肿瘤,腹股沟疝,会阴疝,蜂窝织炎,⾎肿,C,"标准答案：C
出处：押题1.pdf
解析：会阴疝的临床特点为：在肛门、阴门近旁或其下⽅出现⽆热、⽆痛、柔软的肿胀，常为⼀侧性，且
肿胀对侧肌⾁松弛。如疝内容物为膀胱时，挤压肿胀有时可见到喷尿，病畜频频排尿，但量不多或
⽆尿，检查者⽤⼿由下向上挤压肿胀时常会逐渐缩⼩，并伴随被动性排尿，松⼿时又可增⼤，或隔
⼀段时间后愈来愈⼤。直肠检查可有助于确诊。如压挤肿物时不见排尿又⽆⼤⼩变化，⽽仍怀疑为
膀胱脱出时，则可⽤灭菌针头做穿刺，检查是否有尿液存在。若肿物质硬并出现腹痛，常为嵌闭性
会阴疝。"
综合科目,进⼀步诊断，该肿胀的内容物可能为（ ）。,膀胱,⽹膜,前列腺,⼦宫,直肠囊,A,"标准答案：A
出处：押题1.pdf
解析：当会阴疝的内容物为膀胱时，挤压肿胀有时可见到喷尿，病畜频频排尿，但量不多或⽆尿，检查者
⽤⼿由下向上挤压肿胀时常会逐渐缩⼩，并伴随被动性排尿，松⼿时又可增⼤，或隔⼀段时间后愈
来愈⼤。直肠检查可有助于确诊。
（144～145题共⽤题⼲）
某⽺群部分⽺只临床表现：剧痒，局部⽪肤发炎、擦伤、形成⽔疱或结节、结痂、脱⽑，⽇渐消
瘦，衰竭或继发感染。"
综合科目,根据症状，可能的疾病是（ ）。,虱病,瘙病,⽺狂蝇病,蜱,螨病,E,"标准答案：E
出处：押题1.pdf
解析：螨病主要表现为剧痒、湿疹性⽪炎、结痂、脱⽑、⽪肤增厚及消瘦衰竭。因此答案选E。"
综合科目,对该病进⾏鉴别诊断时，不应该考虑的疾病是（ ）。,过敏性⽪炎,营养不良性的脱⽑,湿疹,机械性的损伤,秃⽑,D,"标准答案：D
出处：押题1.pdf
解析：机械性的损伤多因外⼒外伤导致，不会出现脱⽑、巨痒等症状。因此答案选D。
（146～147题共⽤题⼲）
羔⽺，1周龄，下痢，黄⾊稀粪，偶见混有凝⾎乳⼩块，吃奶少，神乏⽆⼒，⼜⼲⾆燥，⼜渴贪饮，
尿液短⾚，⼜⾊红黄，脉象滑数。"
综合科目,该病的证型为（ ）。,脾胃虚寒,⼤肠湿热,⼤肠冷泻,⾷积⼤肠,⼤肠液亏,B,"标准答案：B
出处：押题1.pdf
解析：⼤肠湿热主证是发热，腹痛起卧，下痢，排黄⾊稀粪，吃奶少，神乏⽆⼒，⼜⼲⾆燥，⼜渴贪饮，
尿液短⾚，⼜⾊红黄，脉象滑数。因此，根据羔⽺主证该病的证型为⼤肠湿热。"
综合科目,治疗应选⽤（ ）。,郁⾦散,桂⼼散,⼤承⽓汤,⼩承⽓汤,当归苁蓉汤,A,"标准答案：A
出处：押题1.pdf
解析：⼤肠湿热治疗原则为清热利湿、燥湿⽌泻，治疗⽅剂为郁⾦散。
（148～150题共⽤题⼲）
某鸡场300只34⽇龄鸡发病，发病率为90%，病死率为80%。病鸡伸颈张⼜呼吸，咳嗽，⽓喘，有⿐
漏；部分病鸡翅、腿⿇痹，下痢，粪带⾎；剖检见嗉囊积液，全⾝性黏膜和浆膜出⾎，盲肠扁桃体
肿胀，出⾎。"
综合科目,该病的病原可能是（ ）。,传染性法⽒囊病病毒,传染性⽀⽓管炎病毒,柔嫩艾美⽿球⾍,传染性喉⽓管炎病毒,新城疫病毒,E,"标准答案：E
出处：押题1.pdf
解析：新城疫的典型症状：①病鸡呼吸困难，咳嗽，有黏液性⿐液，常表现为伸头，张⼜呼吸，并发出“咯
咯”的喘鸣声或尖叫声。②嗉囊积液，倒提时常有⼤量酸臭液体从⼜内流出。③粪便稀薄，呈黄绿⾊
或黄⽩⾊，有时混有少量⾎液。④部分病鸡出现明显的神经症状，如翅、腿⿇痹等。最后体温下
降，不久在昏迷中死亡。因此答案选E。"
综合科目,进⼀步诊断⾸先应选择的检测⽅法是（ ）。,粪便球⾍卵囊检查,鸡胚接种与病原鉴定,致病指数测定,⾎清ELISA抗体检测,易感鸡接种,B,"标准答案：B
出处：押题1.pdf
解析：病毒分离和鉴定是诊断新城疫最可靠的⽅法。常⽤的⽅法有鸡胚接种、⾎凝试验和⾎凝抑制试验、
中和试验及荧光抗体试验等。"
综合科目,对该鸡群应采取的措施是（ ）。,病鸡隔离饲养,污染物⽆害化处理,环境清洁消毒,扑杀与⽆害化处理,疫苗紧急接种,D,"标准答案：D
出处：押题1.pdf
解析：新城疫属于⼀类传染病，⼀旦发现需进⾏扑杀与⽆害化处理，严禁治疗。因此答案选D。
（151～153题共⽤题⼲）
2009年7⽉，信阳市某鸭场病鸭精神沉郁、张⼜呼吸、叫声嘶哑、眼结膜苍⽩、排绿⾊附有黏液的稀
粪，粪便带⾎，最后极度衰竭⽽死。剖检见肝脏肿⼤；肺严重瘀⾎、出⾎，从肺中发现⼤量呈细长
状约7～14mm的⾍体，个别⾍体因吸⾎⽽呈粉红⾊；⽓管内有黏液，⽓管黏膜出⾎；直肠、盲肠严
重弥散性出⾎，黏膜上⾁芽增⽣性⼩结节，有⼤量桔红⾊、柳叶状、长约5～10mm的⾍体吸附在肠
壁上。"
综合科目,从病鸭肺部的临床症状，可以初步判定可能有（ ）。,异刺线⾍病,球⾍病,⽐翼线⾍病,蛔⾍病,⽑细线⾍病,C,"标准答案：C
出处：押题1.pdf
解析：⽐翼线⾍寄⽣于禽类的⽓管内，特征性症状是呼吸困难，常伸颈张⼜呼吸，并常伴发咳嗽和打喷
嚏，时常摇头，欲排出⽓管内黏液和⾍体，最后因窒息、衰竭⽽死。病变可见肺脏溢⾎、⽔肿和⼤
叶性肺炎，⽓管有卡他性、黏液性炎症，有被带⾎黏液所包围的⾍体。因此，从病鸭肺部的临床特
征，判断可能有⽐翼线⾍。因此答案选C。"
综合科目,下列实验室检测⽅法，不适合该病例检测的⽅法是（ ）。,直接取盲肠和直肠⾍体放在⽣理盐⽔中，漂洗⼲净，压⽚镜检,取病鸭⼜腔分泌物直接涂⽚镜检,取病鸭肝脏、脾脏组织，接种于培养基上培养观察是否有细菌⽣长,取病鸭肌⾁⽤厚玻⽚压紧，置于显微镜下检查是否有⾍体,取肝脏、脾脏等涂⽚，⾰兰⽒染⾊镜检,D,"标准答案：D
出处：押题1.pdf
解析：由题⽬的症状描述得知，在宿主的呼吸道、消化道都检测到⾍体，因此取相应的组织（⼜腔分泌
物、肝脏、脾脏）涂⽚镜检或对⾍体进⾏压⽚镜检进⾏检测，因此答案选D。"
综合科目,"若该病例中病鸭肠道中⾍体诊断为吸⾍，则可能为哪⼀种吸⾍，并为之选择⼀种相应的正确治
疗药物（ ）。",后睾吸⾍；丙硫咪唑,背孔吸⾍；氨丙啉,棘⼜吸⾍；硫双⼆氯酚,嗜眼吸⾍；吡喹酮,前殖吸⾍；吡喹酮,C,"标准答案：C
出处：押题1.pdf
解析：棘⼜吸⾍病是由棘⼜吸⾍寄⽣于家禽和野禽的⼤、⼩肠中引起的疾病，少量寄⽣时危害并不严重，
雏禽严重感染时可引起⾷欲不振。治疗可采⽤硫双⼆氯酚。
（154～156题共⽤题⼲）
2010年夏天，北京某珍禽养殖场饲养的孔雀群中出现腹泻，消瘦等为特征的疫病，病初拉黄⽩⾊稀
粪，后期转为⽩⾊稀粪，随着病程的延长，孔雀⾷欲下降、消瘦、贫⾎、被⽑粗乱、精神变差、最
终衰竭死亡。痢特灵、青霉素、链霉素、环丙沙星等药物均⽆疗效。剖检见寄⽣部位消化道出⾎，
⼩肠黏膜上⼤量⽩⾊15～20mm细长的⾍体。"
综合科目,"若刮取肠道黏膜、黏膜表⾯渗出物制备压⽚，在显微镜下观察发现⼤量⼤⼩约55μm×26μm的腰
⿎状⾍卵，则可初步诊断为（ ）。",异刺线⾍病,⽑细线⾍病,⽐翼线⾍病,鸟蛇线⾍病,蛔⾍病,B,"标准答案：B
出处：押题1.pdf
解析：根据题⼲描述消瘦、腹泻、出⾎性肠炎的症状，可怀疑为⽑细线⾍病。"
综合科目,"若粪检时发现⼤量椭圆形，深灰⾊，⼤⼩为（70～90）μm×（47～51）μm的⾍卵，卵壳厚⽽光
滑。则可初步诊断为（ ）。",异刺线⾍病,⽑细线⾍病,⽐翼线⾍病,鸟蛇线⾍病,蛔⾍病,E,"标准答案：E
出处：押题1.pdf
解析：禽蛔⾍的⾍卵为椭圆形，卵壳厚，深灰⾊，⼤⼩为（70～90）μm×（47～51）μm，刚排出时内含单
个胚细胞。"
综合科目,⽤于治疗该病的有效药物为（ ）。,⼆氯酚,氨丙啉,⼟霉素,地克珠利,左旋咪唑,E,"标准答案：E
出处：押题1.pdf
解析：左旋咪唑为治疗⽑细线⾍和鸡蛔⾍的⾸选药物。
（157～159题共⽤题⼲）
7⽉，某养鸭场种鸭陆续出现发病，共养种鸭2000只，每天死亡20～30只，已发病⼗⼏天，共死亡⼏
百只，临床表现：产蛋率下降，病鸭精神沉郁，不愿下⽔，⽻⽑粗乱，采⾷量下降，有的鸭颈部弯
曲，有个别的甚⾄出现⾓⼸反张，病鸭出现下痢，粪便为灰⽩⾊。剖解表现为：⽪下充⾎，⽓管和
喉头黏膜充⾎，有的有出⾎，⾷道条纹状坏死，有假膜。肝郁⾎肿⼤，胆囊肿⼤，脾脏肿⼤淤⾎，
有的可见⽩⾊坏死⼩点，肠道黏膜充⾎出⾎，胰腺为灰⽩⾊，变硬，个别的可见点状坏死灶。卵⼦
充⾎出⾎，卵黄性腹膜炎。"
